,SubID,TrialType,RT,ACC
1093,19,congruent,505,1
1094,19,congruent,464,1
1095,19,incongruent,470,1
1096,19,congruent,503,1
1097,19,incongruent,622,1
1098,19,congruent,639,1
1099,19,incongruent,577,1
1100,19,incongruent,608,1
1101,19,congruent,564,1
1102,19,congruent,440,1
1103,19,incongruent,761,1
1104,19,congruent,590,1
1105,19,incongruent,1432,1
1106,19,incongruent,949,1
1107,19,congruent,583,1
1108,19,congruent,489,1
1109,19,incongruent,621,1
1110,19,incongruent,692,1
1111,19,congruent,480,1
1112,19,incongruent,684,1
1113,19,congruent,537,1
1114,19,congruent,463,1
1115,19,incongruent,486,1
1116,19,incongruent,826,1
1117,19,incongruent,569,1
1118,19,congruent,557,1
1119,19,congruent,391,1
1120,19,congruent,416,1
1121,19,congruent,398,1
1122,20,congruent,878,1
1123,20,incongruent,737,1
1124,20,congruent,384,1
1125,20,incongruent,638,1
1126,20,incongruent,584,1
1127,20,congruent,671,1
1128,20,incongruent,520,1
1129,20,congruent,514,1
1130,20,congruent,499,1
1131,20,incongruent,466,1
1132,20,congruent,432,1
1133,20,incongruent,505,1
1134,20,congruent,527,1
1135,20,incongruent,579,1
1136,20,congruent,538,1
1137,20,incongruent,553,1
1138,20,congruent,562,1
1139,20,congruent,1079,1
1140,20,incongruent,482,1
1141,20,incongruent,483,1
1142,20,congruent,351,1
1143,20,incongruent,464,1
1144,20,incongruent,398,1
1145,20,congruent,391,1
1146,20,incongruent,424,0
1147,20,congruent,398,1
1148,20,congruent,463,1
1149,20,incongruent,589,1
1150,20,incongruent,439,1
1151,20,congruent,520,1
1152,20,incongruent,536,1
1153,20,congruent,639,1
1154,20,congruent,520,1
1155,20,incongruent,522,1
1156,20,congruent,654,1
1157,20,incongruent,485,1
1158,20,congruent,433,1
1159,20,incongruent,429,1
1160,20,congruent,533,1
1161,20,incongruent,393,1
1162,20,incongruent,482,1
1163,20,incongruent,406,1
1164,20,congruent,322,1
1165,20,congruent,290,1
1166,20,incongruent,333,0
1167,20,congruent,473,1
1168,20,congruent,439,1
1169,20,incongruent,552,1
1170,20,incongruent,465,1
1171,20,congruent,440,1
1172,20,incongruent,537,1
1173,20,congruent,672,1
1174,20,incongruent,442,1
1175,20,congruent,413,1
1176,20,congruent,388,1
1177,20,incongruent,444,1
1178,20,congruent,576,1
1179,20,incongruent,335,0
1180,20,incongruent,653,1
1181,20,congruent,532,1
1182,20,incongruent,536,1
1183,20,congruent,391,1
1184,20,incongruent,543,1
1185,20,congruent,564,1
1186,20,incongruent,424,1
1187,20,congruent,558,1
1188,20,congruent,447,1
1189,20,incongruent,547,1
1190,20,congruent,557,1
1191,20,incongruent,553,1
1192,20,congruent,490,1
1193,20,incongruent,470,1
1194,20,incongruent,423,1
1195,20,congruent,373,1
1196,20,incongruent,540,1
1197,20,congruent,401,1
1198,20,congruent,542,1
1199,20,congruent,380,1
1200,20,incongruent,434,1
1201,20,incongruent,475,1
1202,20,congruent,364,1
1203,20,congruent,407,1
1204,20,incongruent,427,0
1205,20,incongruent,577,1
1206,20,incongruent,624,1
1207,20,incongruent,599,1
1208,20,congruent,451,1
1209,20,congruent,538,1
1210,20,incongruent,563,1
1211,20,congruent,463,1
1212,20,incongruent,486,1
1213,20,congruent,441,1
1214,20,congruent,485,1
1215,20,incongruent,401,1
1216,20,congruent,516,1
1217,20,incongruent,542,1
1218,20,incongruent,532,1
1219,20,incongruent,467,1
1220,20,congruent,428,1
1221,20,congruent,421,1
1222,20,congruent,467,1
1223,20,incongruent,509,1
1224,1,congruent,851,1
1225,1,incongruent,576,1
1226,1,congruent,391,1
1227,1,incongruent,480,1
1228,1,incongruent,404,1
1229,1,congruent,343,1
1230,1,incongruent,397,1
1231,1,congruent,390,1
1232,1,incongruent,516,1
1233,1,incongruent,478,0
1234,1,congruent,935,1
1235,1,congruent,479,1
1236,1,incongruent,584,1
1237,1,congruent,494,1
1238,1,incongruent,509,1
1239,1,congruent,462,1
1240,1,congruent,461,1
1241,1,incongruent,1030,1
1242,1,congruent,642,1
1243,1,incongruent,508,1
1244,1,incongruent,514,1
1245,1,congruent,444,1
1246,1,congruent,391,1
1247,1,incongruent,480,1
1248,1,congruent,442,1
1249,1,incongruent,451,1
1250,1,congruent,438,1
1251,1,incongruent,535,1
1252,1,incongruent,446,1
1253,1,congruent,386,1
1254,1,incongruent,536,1
1255,1,congruent,391,1
1256,1,congruent,512,1
1257,1,congruent,361,1
1258,1,incongruent,617,1
1259,1,incongruent,512,1
1260,1,incongruent,474,1
1261,1,congruent,339,1
1262,1,congruent,417,1
1263,1,incongruent,471,1
1264,1,congruent,416,1
1265,1,incongruent,487,1
1266,1,incongruent,555,1
1267,1,congruent,332,1
1268,1,congruent,495,1
1269,1,incongruent,473,1
1270,1,congruent,482,1
1271,1,incongruent,510,1
1272,1,incongruent,493,1
1273,1,congruent,355,1
1274,1,congruent,388,1
1275,1,incongruent,723,1
1276,1,congruent,583,1
1277,1,congruent,382,1
1278,1,incongruent,397,1
1279,1,incongruent,453,1
1280,1,congruent,376,1
1281,1,incongruent,478,1
1282,1,incongruent,504,1
1283,1,congruent,398,1
1284,1,incongruent,527,1
1285,1,congruent,371,1
1286,1,congruent,439,1
1287,1,incongruent,386,1
1288,1,incongruent,513,1
1289,1,congruent,410,1
1290,1,congruent,366,1
1291,1,incongruent,545,1
1292,1,incongruent,768,1
1293,1,congruent,485,1
1294,1,incongruent,505,1
1295,1,congruent,632,1
1296,1,incongruent,545,1
1297,1,congruent,368,1
1298,1,congruent,444,1
1299,1,incongruent,823,1
1300,1,incongruent,359,1
1301,1,congruent,440,1
1302,1,congruent,355,1
1303,1,incongruent,443,1
1304,1,congruent,343,1
1305,1,incongruent,565,1
1306,1,incongruent,505,1
1307,1,congruent,440,1
1308,1,incongruent,553,1
1309,1,congruent,923,0
1310,1,congruent,473,1
1311,1,incongruent,538,1
1312,1,congruent,440,1
1313,1,congruent,434,1
1314,1,incongruent,411,0
1315,1,incongruent,478,1
1316,1,congruent,887,1
1317,1,congruent,421,1
1318,1,incongruent,491,1
1319,1,incongruent,775,1
1320,1,congruent,527,1
1321,1,congruent,571,1
1322,1,incongruent,495,1
1323,1,incongruent,450,0
1324,1,incongruent,822,1
1325,1,congruent,509,1
1326,2,congruent,779,1
1327,2,incongruent,626,1
1328,2,incongruent,556,1
1329,2,congruent,413,1
1330,2,incongruent,625,1
1331,2,incongruent,584,1
1332,2,congruent,575,1
1333,2,congruent,454,1
1335,2,incongruent,705,1
1336,2,congruent,928,1
1337,2,congruent,544,1
1338,2,congruent,554,1
1339,2,congruent,387,1
1340,2,incongruent,472,1
1341,2,incongruent,466,1
1342,2,incongruent,496,1
1343,2,congruent,703,1
1344,2,incongruent,582,1
1345,2,congruent,429,1
1346,2,incongruent,510,1
1347,2,incongruent,536,1
1348,2,congruent,494,1
1349,2,congruent,485,1
1350,2,congruent,449,1
1351,2,incongruent,597,1
1352,2,incongruent,478,1
1353,2,congruent,448,1
1354,2,incongruent,579,1
1355,2,incongruent,578,1
1356,2,congruent,377,1
1357,2,congruent,447,1
1358,2,incongruent,587,1
1359,2,incongruent,562,1
1360,2,congruent,1761,1
1361,2,congruent,417,1
1362,2,congruent,415,1
1363,2,congruent,352,1
1364,2,incongruent,537,1
1365,2,incongruent,504,1
1366,2,congruent,374,1
1367,2,congruent,389,1
1368,2,incongruent,462,1
1369,2,incongruent,588,1
1370,2,incongruent,446,1
1371,2,incongruent,625,1
1372,2,congruent,424,1
1373,2,congruent,447,1
1374,2,incongruent,539,1
1375,2,congruent,473,1
1376,2,incongruent,507,1
1377,2,congruent,759,1
1378,2,incongruent,497,1
1379,2,congruent,416,1
1380,2,congruent,417,1
1381,2,incongruent,510,1
1382,2,incongruent,456,1
1383,2,incongruent,398,1
1384,2,congruent,399,1
1385,2,congruent,376,1
1386,2,congruent,366,1
1387,2,incongruent,457,1
1388,2,congruent,440,1
1389,2,incongruent,449,1
1390,2,congruent,461,1
1391,2,congruent,387,1
1392,2,incongruent,577,1
1393,2,incongruent,600,1
1394,2,congruent,493,1
1395,2,incongruent,593,1
1396,2,congruent,435,1
1397,2,incongruent,556,1
1398,2,congruent,437,1
1399,2,incongruent,414,0
1400,2,congruent,538,1
1401,2,incongruent,617,1
1402,2,incongruent,512,1
1403,2,incongruent,609,1
1404,2,congruent,428,1
1405,2,congruent,398,1
1406,2,congruent,414,1
1407,2,incongruent,594,1
1408,2,incongruent,444,1
1409,2,congruent,415,1
1410,2,incongruent,534,1
1411,2,congruent,455,1
1412,2,incongruent,614,1
1413,2,congruent,397,1
1414,2,incongruent,414,1
1415,2,congruent,442,1
1416,2,incongruent,517,1
1417,2,congruent,479,1
1418,2,incongruent,520,1
1419,2,congruent,500,1
1420,2,congruent,331,1
1421,2,incongruent,494,1
1422,2,incongruent,794,0
1423,2,incongruent,1212,1
1424,2,congruent,397,1
1425,2,congruent,333,1
1426,2,congruent,441,1
1427,2,incongruent,388,0
1428,4,congruent,1033,1
1429,4,congruent,402,1
1430,4,incongruent,454,1
1431,4,incongruent,536,1
1432,4,incongruent,479,1
1433,4,congruent,360,1
1434,4,incongruent,449,1
1435,4,congruent,469,1
1436,4,incongruent,510,1
1437,4,incongruent,439,1
1438,4,congruent,456,1
1439,4,congruent,375,1
1440,4,incongruent,549,1
1441,4,congruent,422,1
1442,4,incongruent,373,1
1443,4,congruent,432,1
1444,4,congruent,377,1
1445,4,incongruent,736,1
1446,4,incongruent,503,1
1447,4,congruent,462,1
1448,4,congruent,412,1
1449,4,congruent,472,1
1450,4,incongruent,529,1
1451,4,incongruent,541,1
1452,4,incongruent,484,1
1453,4,incongruent,496,1
1454,4,congruent,382,1
1455,4,congruent,444,1
1456,4,incongruent,528,1
1457,4,incongruent,420,1
1458,4,congruent,451,1
1459,4,congruent,422,1
1460,4,incongruent,461,1
1461,4,congruent,435,1
1462,4,congruent,516,1
1463,4,incongruent,494,1
1464,4,congruent,353,1
1465,4,incongruent,473,1
1466,4,congruent,451,1
1467,4,incongruent,510,1
1468,4,incongruent,488,1
1469,4,congruent,476,1
1470,4,congruent,373,1
1471,4,incongruent,480,1
1472,4,incongruent,513,1
1473,4,incongruent,483,1
1474,4,congruent,439,1
1475,4,congruent,392,1
1476,4,congruent,417,1
1477,4,congruent,391,1
1478,4,incongruent,424,1
1479,4,incongruent,598,1
1480,4,incongruent,504,1
1481,4,congruent,407,1
1482,4,incongruent,498,1
1483,4,congruent,465,1
1484,4,incongruent,519,1
1485,4,congruent,385,1
1486,4,incongruent,479,1
1487,4,congruent,392,1
1488,4,congruent,457,1
1489,4,incongruent,487,1
1490,4,congruent,483,1
1491,4,incongruent,551,1
1492,4,incongruent,473,1
1493,4,incongruent,394,1
1494,4,congruent,403,1
1495,4,congruent,478,1
1496,4,congruent,584,1
1497,4,incongruent,503,1
1498,4,congruent,468,1
1499,4,incongruent,477,1
1500,4,congruent,415,1
1501,4,congruent,397,1
1502,4,incongruent,462,1
1503,4,incongruent,524,1
1504,4,congruent,416,1
1505,4,incongruent,487,1
1506,4,incongruent,499,1
1507,4,congruent,457,1
1508,4,congruent,424,1
1509,4,congruent,486,1
1510,4,incongruent,546,1
1511,4,incongruent,521,1
1512,4,congruent,354,1
1513,4,incongruent,483,1
1514,4,congruent,383,1
1515,4,incongruent,461,1
1516,4,congruent,444,1
1517,4,incongruent,543,1
1518,4,congruent,342,1
1519,4,incongruent,468,1
1520,4,congruent,427,1
1521,4,incongruent,457,1
1522,4,congruent,487,1
1523,4,incongruent,478,1
1524,4,incongruent,503,1
1525,4,incongruent,478,1
1526,4,congruent,383,1
1527,4,congruent,509,1
1528,4,incongruent,590,1
1529,4,congruent,496,1
1530,7,incongruent,1415,1
1531,7,incongruent,540,1
1532,7,congruent,550,1
1533,7,congruent,495,1
1534,7,incongruent,566,1
1535,7,incongruent,570,1
1536,7,congruent,486,1
1537,7,congruent,578,1
1538,7,incongruent,576,1
1539,7,congruent,583,1
1540,7,incongruent,480,1
1541,7,congruent,674,1
1542,7,congruent,468,1
1543,7,congruent,410,1
1544,7,incongruent,526,1
1545,7,incongruent,762,1
1546,7,congruent,423,1
1547,7,incongruent,1253,1
1548,7,incongruent,599,1
1549,7,congruent,448,1
1550,7,congruent,372,1
1551,7,incongruent,520,1
1552,7,congruent,497,1
1553,7,incongruent,528,1
1554,7,incongruent,572,1
1555,7,congruent,560,1
1556,7,incongruent,569,1
1557,7,congruent,470,1
1558,7,congruent,503,1
1559,7,incongruent,508,1
1560,7,incongruent,582,1
1561,7,congruent,549,1
1562,7,congruent,614,1
1563,7,incongruent,637,1
1564,7,congruent,655,1
1565,7,incongruent,590,1
1566,7,congruent,472,1
1567,7,incongruent,585,1
1568,7,congruent,440,1
1569,7,incongruent,625,1
1570,7,congruent,384,1
1571,7,incongruent,463,0
1572,7,incongruent,621,1
1573,7,congruent,500,1
1574,7,congruent,387,1
1575,7,congruent,489,1
1576,7,incongruent,557,1
1577,7,incongruent,582,1
1578,7,congruent,472,1
1579,7,congruent,553,1
1580,7,incongruent,507,1
1581,7,incongruent,785,1
1582,7,incongruent,656,1
1583,7,incongruent,503,1
1584,7,congruent,806,1
1585,7,congruent,475,1
1586,7,incongruent,780,1
1587,7,incongruent,524,1
1588,7,congruent,560,1
1589,7,congruent,530,1
1590,7,congruent,454,1
1591,7,congruent,481,1
1592,7,incongruent,595,1
1593,7,incongruent,660,1
1594,7,incongruent,651,1
1595,7,congruent,568,1
1596,7,congruent,580,1
1597,7,incongruent,611,1
1598,7,congruent,624,1
1599,7,incongruent,599,1
1600,7,incongruent,536,1
1601,7,congruent,526,1
1602,7,congruent,546,1
1603,7,incongruent,668,1
1604,7,congruent,558,1
1605,7,incongruent,562,1
1606,7,incongruent,542,1
1607,7,congruent,445,1
1608,7,incongruent,601,1
1609,7,congruent,426,0
1610,7,incongruent,409,0
1611,7,incongruent,636,1
1612,7,congruent,438,1
1613,7,congruent,495,1
1614,7,incongruent,1115,1
1615,7,incongruent,831,1
1616,7,congruent,553,1
1617,7,congruent,571,1
1618,7,congruent,519,1
1619,7,incongruent,576,1
1620,7,incongruent,703,1
1621,7,congruent,494,1
1622,7,incongruent,652,1
1623,7,congruent,489,1
1624,7,congruent,661,1
1625,7,incongruent,596,1
1626,7,incongruent,501,1
1627,7,congruent,452,1
1628,7,congruent,488,1
1629,7,incongruent,572,1
1630,7,incongruent,643,1
1631,7,congruent,487,1
1632,9,congruent,654,1
1633,9,congruent,472,1
1634,9,incongruent,612,1
1635,9,incongruent,515,1
1636,9,incongruent,508,1
1637,9,congruent,429,1
1638,9,incongruent,469,1
1639,9,congruent,422,1
1640,9,congruent,461,1
1641,9,incongruent,411,1
1642,9,congruent,423,1
1643,9,incongruent,496,1
1644,9,incongruent,607,1
1645,9,congruent,443,1
1646,9,congruent,399,1
1647,9,incongruent,455,1
1648,9,congruent,438,1
1649,9,incongruent,1007,1
1650,9,incongruent,517,1
1651,9,congruent,550,1
1652,9,incongruent,584,1
1653,9,incongruent,554,1
1654,9,congruent,563,1
1655,9,congruent,431,1
1656,9,congruent,408,1
1657,9,incongruent,596,1
1658,9,congruent,533,1
1659,9,incongruent,537,1
1660,9,congruent,648,1
1661,9,congruent,597,1
1662,9,incongruent,542,1
1663,9,incongruent,573,1
1664,9,incongruent,569,1
1665,9,congruent,536,1
1666,9,incongruent,791,1
1667,9,congruent,594,1
1668,9,congruent,491,1
1669,9,congruent,495,1
1670,9,incongruent,547,1
1671,9,incongruent,716,1
1672,9,congruent,502,1
1673,9,incongruent,524,1
1674,9,congruent,656,1
1675,9,incongruent,528,1
1676,9,congruent,531,1
1677,9,incongruent,735,1
1678,9,incongruent,671,1
1679,9,congruent,505,1
1680,9,incongruent,498,1
1681,9,incongruent,489,1
1682,9,congruent,549,1
1683,9,congruent,822,1
1684,9,congruent,486,1
1685,9,congruent,610,1
1686,9,incongruent,569,1
1687,9,incongruent,741,1
1688,9,incongruent,565,1
1689,9,incongruent,577,1
1690,9,congruent,560,1
1691,9,congruent,513,1
1692,9,incongruent,555,1
1693,9,incongruent,492,1
1694,9,congruent,520,1
1695,9,congruent,593,1
1696,9,incongruent,587,1
1697,9,congruent,613,1
1698,9,congruent,505,1
1699,9,incongruent,520,1
1700,9,incongruent,644,1
1701,9,incongruent,488,1
1702,9,congruent,476,1
1703,9,congruent,496,1
1704,9,congruent,543,1
1705,9,incongruent,669,1
1706,9,congruent,478,1
1707,9,incongruent,592,1
1708,9,incongruent,604,1
1709,9,congruent,760,1
1710,9,congruent,549,1
1711,9,incongruent,519,1
1712,9,incongruent,568,1
1713,9,congruent,508,1
1714,9,incongruent,662,1
1715,9,congruent,493,1
1716,9,congruent,633,1
1717,9,incongruent,915,1
1718,9,incongruent,598,1
1719,9,congruent,535,1
1720,9,incongruent,574,1
1721,9,congruent,509,1
1722,9,congruent,534,1
1723,9,incongruent,581,1
1724,9,congruent,622,1
1725,9,congruent,470,1
1726,9,incongruent,543,1
1727,9,incongruent,541,1
1728,9,congruent,476,1
1729,9,congruent,507,1
1730,9,incongruent,497,1
1731,9,incongruent,504,1
1732,9,congruent,471,1
1733,9,incongruent,515,1
1734,12,incongruent,725,1
1735,12,congruent,431,1
1736,12,congruent,424,1
1737,12,incongruent,513,1
1738,12,incongruent,507,1
1739,12,incongruent,513,1
1740,12,congruent,338,1
1741,12,congruent,305,1
1742,12,incongruent,422,1
1743,12,incongruent,429,1
1744,12,congruent,395,1
1745,12,congruent,372,1
1746,12,congruent,375,1
1747,12,congruent,350,1
1748,12,incongruent,414,1
1749,12,incongruent,469,1
1750,12,congruent,314,1
1751,12,congruent,612,1
1752,12,incongruent,536,1
1753,12,incongruent,479,1
1754,12,incongruent,543,1
1755,12,congruent,390,1
1756,12,incongruent,407,0
1757,12,congruent,387,1
1758,12,incongruent,361,0
1759,12,congruent,393,1
1760,12,congruent,378,1
1761,12,incongruent,384,0
1762,12,congruent,447,1
1763,12,congruent,378,1
1764,12,incongruent,449,1
1765,12,incongruent,468,1
1766,12,incongruent,563,1
1767,12,incongruent,439,1
1768,12,congruent,544,1
1769,12,congruent,391,1
1770,12,congruent,376,1
1771,12,congruent,374,1
1772,12,incongruent,498,1
1773,12,incongruent,416,1
1774,12,congruent,399,1
1775,12,incongruent,495,1
1776,12,incongruent,430,1
1777,12,congruent,351,1
1778,12,incongruent,448,1
1779,12,congruent,356,1
1780,12,congruent,460,1
1781,12,incongruent,507,1
1782,12,incongruent,457,1
1783,12,congruent,336,1
1784,12,congruent,406,1
1785,12,incongruent,722,0
1786,12,congruent,550,1
1787,12,incongruent,512,1
1788,12,incongruent,513,1
1789,12,congruent,378,1
1790,12,congruent,392,1
1791,12,congruent,377,1
1792,12,incongruent,319,0
1793,12,incongruent,528,1
1794,12,incongruent,492,1
1795,12,congruent,360,1
1796,12,congruent,363,1
1797,12,incongruent,454,1
1798,12,congruent,394,1
1799,12,incongruent,419,1
1800,12,congruent,377,1
1801,12,incongruent,488,1
1802,12,incongruent,628,1
1803,12,congruent,347,1
1804,12,congruent,393,1
1805,12,incongruent,410,1
1806,12,incongruent,485,1
1807,12,congruent,417,1
1808,12,congruent,320,1
1809,12,incongruent,360,0
1810,12,incongruent,417,1
1811,12,congruent,399,1
1812,12,incongruent,496,1
1813,12,congruent,519,1
1814,12,congruent,384,1
1815,12,incongruent,502,1
1816,12,incongruent,477,1
1817,12,congruent,382,1
1818,12,congruent,428,1
1819,12,incongruent,542,1
1820,12,incongruent,484,1
1821,12,congruent,383,1
1822,12,incongruent,445,1
1823,12,incongruent,433,1
1824,12,congruent,362,1
1825,12,congruent,390,1
1826,12,incongruent,438,1
1827,12,congruent,370,1
1828,12,congruent,414,1
1829,12,incongruent,457,1
1830,12,incongruent,464,1
1831,12,congruent,422,1
1832,12,incongruent,501,1
1833,12,congruent,371,1
1834,12,congruent,303,1
1835,12,incongruent,436,1
1836,13,congruent,451,1
1837,13,incongruent,423,0
1838,13,incongruent,493,1
1839,13,congruent,372,1
1840,13,incongruent,727,1
1841,13,congruent,356,1
1842,13,congruent,381,1
1843,13,incongruent,515,1
1844,13,incongruent,420,1
1845,13,incongruent,435,1
1846,13,congruent,444,1
1847,13,congruent,752,1
1848,13,incongruent,458,1
1849,13,congruent,464,1
1850,13,congruent,351,1
1851,13,incongruent,438,1
1852,13,congruent,327,1
1853,13,incongruent,1587,1
1854,13,congruent,360,1
1855,13,incongruent,401,0
1856,13,incongruent,410,1
1857,13,congruent,462,1
1858,13,congruent,468,1
1859,13,incongruent,437,1
1860,13,incongruent,326,1
1861,13,incongruent,370,1
1862,13,congruent,325,1
1863,13,congruent,352,1
1864,13,congruent,329,1
1865,13,incongruent,724,0
1866,13,incongruent,425,1
1867,13,congruent,368,1
1868,13,congruent,339,1
1869,13,congruent,369,1
1870,13,incongruent,653,1
1871,13,incongruent,401,1
1872,13,incongruent,413,1
1873,13,congruent,395,1
1874,13,congruent,380,1
1875,13,incongruent,522,1
1876,13,congruent,326,1
1877,13,incongruent,418,1
1878,13,incongruent,464,1
1879,13,congruent,278,1
1880,13,congruent,367,1
1881,13,incongruent,266,0
1882,13,incongruent,432,1
1883,13,congruent,385,1
1884,13,congruent,378,1
1885,13,incongruent,440,1
1886,13,congruent,400,1
1887,13,incongruent,609,1
1888,13,congruent,366,1
1889,13,incongruent,449,1
1890,13,congruent,389,1
1891,13,incongruent,446,1
1892,13,incongruent,418,1
1893,13,congruent,376,1
1894,13,incongruent,350,0
1895,13,congruent,351,1
1896,13,congruent,368,1
1897,13,incongruent,443,1
1898,13,congruent,439,1
1899,13,incongruent,432,1
1900,13,congruent,433,1
1901,13,incongruent,370,0
1902,13,incongruent,445,1
1903,13,congruent,425,1
1904,13,congruent,536,1
1905,13,congruent,382,1
1906,13,incongruent,453,1
1907,13,incongruent,392,1
1908,13,incongruent,441,1
1909,13,incongruent,378,1
1910,13,congruent,353,1
1911,13,congruent,337,1
1912,13,incongruent,503,1
1913,13,incongruent,422,1
1914,13,congruent,348,1
1915,13,congruent,261,1
1916,13,congruent,219,1
1917,13,incongruent,240,0
1918,13,incongruent,425,1
1919,13,congruent,426,1
1920,13,congruent,328,1
1921,13,congruent,524,1
1922,13,incongruent,407,1
1923,13,incongruent,442,1
1924,13,incongruent,390,0
1925,13,congruent,391,1
1926,13,incongruent,440,1
1927,13,congruent,417,1
1928,13,incongruent,263,0
1929,13,congruent,397,1
1930,13,incongruent,414,1
1931,13,congruent,364,1
1932,13,congruent,440,1
1933,13,incongruent,449,1
1934,13,incongruent,484,1
1935,13,congruent,368,1
1936,13,congruent,508,1
1937,13,incongruent,365,0
1938,17,incongruent,599,1
1939,17,congruent,382,1
1940,17,congruent,354,1
1941,17,incongruent,410,1
1942,17,incongruent,414,1
1943,17,congruent,391,1
1944,17,congruent,312,1
1945,17,incongruent,393,0
1946,17,incongruent,409,1
1947,17,incongruent,397,1
1948,17,congruent,358,1
1949,17,congruent,351,1
1950,17,incongruent,398,1
1951,17,congruent,351,1
1952,17,incongruent,408,1
1953,17,congruent,396,1
1954,17,congruent,284,1
1955,17,incongruent,619,1
1956,17,congruent,346,1
1957,17,incongruent,272,0
1958,17,incongruent,448,1
1959,17,congruent,332,1
1960,17,incongruent,383,1
1961,17,congruent,352,1
1962,17,congruent,321,1
1963,17,incongruent,380,0
1964,17,incongruent,402,1
1965,17,congruent,318,1
1966,17,incongruent,407,1
1967,17,incongruent,442,1
1968,17,congruent,414,1
1969,17,congruent,319,1
1970,17,incongruent,328,1
1971,17,incongruent,419,1
1972,17,congruent,423,1
1973,17,congruent,301,1
1974,17,congruent,339,1
1975,17,congruent,369,1
1976,17,incongruent,285,0
1977,17,incongruent,339,1
1978,17,incongruent,505,1
1979,17,congruent,279,1
1980,17,incongruent,434,1
1981,17,congruent,331,1
1982,17,incongruent,791,1
1983,17,congruent,409,1
1984,17,incongruent,404,1
1985,17,congruent,343,1
1986,17,incongruent,414,1
1987,17,incongruent,390,1
1988,17,congruent,362,1
1989,17,congruent,344,1
1990,17,incongruent,270,0
1991,17,congruent,314,1
1992,17,congruent,341,1
1993,17,incongruent,331,1
1994,17,incongruent,502,1
1995,17,congruent,341,1
1996,17,incongruent,443,1
1997,17,congruent,385,1
1998,17,incongruent,359,1
1999,17,incongruent,403,1
2000,17,congruent,303,1
2001,17,congruent,356,1
2002,17,incongruent,325,1
2003,17,congruent,352,1
2004,17,incongruent,457,1
2005,17,congruent,312,1
2006,17,incongruent,467,1
2007,17,congruent,365,1
2008,17,congruent,344,1
2009,17,incongruent,393,0
2010,17,congruent,394,1
2011,17,congruent,315,1
2012,17,incongruent,395,1
2013,17,incongruent,444,1
2014,17,congruent,320,1
2015,17,incongruent,448,1
2016,17,incongruent,364,1
2017,17,congruent,392,1
2018,17,incongruent,384,1
2019,17,congruent,367,1
2020,17,incongruent,434,1
2021,17,congruent,410,1
2022,17,incongruent,454,1
2023,17,incongruent,436,1
2024,17,congruent,406,1
2025,17,congruent,361,1
2026,17,congruent,365,1
2027,17,congruent,355,1
2028,17,incongruent,547,1
2029,17,incongruent,418,0
2030,17,congruent,369,1
2031,17,congruent,332,1
2032,17,incongruent,559,1
2033,17,incongruent,425,1
2034,17,incongruent,442,1
2035,17,congruent,312,1
2036,17,incongruent,481,1
2037,17,congruent,325,1
2038,17,congruent,299,1
2039,17,incongruent,385,1
